"","V1","V2","V3","V4"
"O3",0.0479508791339285,0.59804820559156,1.65780429465176,0.339258573232381
"CO",0.123883606317044,1.30483441975589,3.29335162159626,0.842322865805488
"NO",0.001,1.72554642264945,7.1953866766476,0.378474425280001
"NO2",0.001,0.600090064191896,1.79265465163581,0.64064628102351
"PM10",0.097979953937086,1.00154893142006,2.68636239837416,0.389027547375047
"SO2",0.354703083244756,1.16549123676091,2.22501485116944,1
