"","V1","V2","V3","V4"
"1",1e+05,5,5000,200
"2",0.001,1.0609027030423,3.96745613286959,0.827634239918552
"3",0.0226618615351627,1.34214758017321,5.1404630406057,0.0271942336492074
"4",0.0323398550413225,2.60381320011365,9.12991900757533,0.0388078259623326
"5",0.18916113904071,1.01762118140007,2.78460336275129,0.226993366840967
"6",0.001,1.01358420556711,3.84319469406336,0.395049714907072
"7",0.456123401831187,0.916460768602623,1.68937305628,0.547348082192474
"8",0.001,1.29823180903437,5.35757896851772,0.675680884406902
"9",0.001,1.09757658545087,4.37673237867631,0.570477099213749
"10",0.629163565817929,1.50337678673671,2.17801853082385,0.754996278859305
"11",0.612417209437594,1.57774374342087,2.34302641894937,0.734900651325113
"12",0.001,1.50173935595329,5.51790741302405,0.180502315135673
"13",0.001,2.7173287505896,9.89978863315006,0.48157918702811
"14",0.001,2.7173287505896,9.89978863315006,0.500218422841281
"15",0.369774260623494,1.65972145776922,3.35146107454815,0.44372911287628
"16",0.345281146745212,1.70806767514251,3.56670654462571,0.414337376094255
"17",0.201882831784142,0.883717725937309,2.43655382633409,0.242259398034694
"18",0.155164220936838,0.989088761889393,2.92815406375661,0.186197065123991
"19",0.001,1.78118690441809,7.12210828553875,0.648593417322263
"20",0.001,1.34535365866988,5.28011465961878,0.132637732182629
"21",0.129919792384675,1.98509468232726,5.98486039881029,0.15590375086161
"22",0.326233633283327,1.12347122197929,2.50850758088386,0.391480359939992
"23",0.0118762145697997,1.36308464648176,5.33335132595153,0.0141900954557444
"24",0.001,1.03026601251693,3.89732359836041,0.546894772839732
"25",0.340930050961413,1.73288247202054,3.79577601136204,0.409116061153695
"26",0.0411321909415393,1.22388021193977,4.55555384183352,0.0493586291298472
"27",0.435195795244098,1.49917541224514,2.86602977331319,0.522234954298447
"28",0.001,1.03574905868011,3.92723689342942,0.185126333343796
"29",0.001,1.45983894226284,5.70005824532535,0.778278971510008
"30",0.001,1.09757658545087,4.37673237867631,0.152060539140366
"31",0.420790249203527,1.54499923862252,3.00737746230458,0.504948299391653
"32",0.147624441691712,1.92038528856576,5.59380130279949,0.149383217319846
"33",0.238441741521913,1.5539580496792,3.92305945329006,0.286130089826296
"34",0.001,1.34789851246753,4.93149383221653,0.562574636316858
"35",0.612417209437594,1.57774374342087,2.34302641894937,0.734900651325113
"36",0.001,1.03574905868011,3.92723689342942,0.615063397684135
"37",0.001,1.69987873516952,6.30057688068292,0.873372973375954
"38",0.001,1.64632839477083,6.77374632100199,0.581001782878302
"39",0.001,1.34535365866988,5.28011465961878,0.70846136641223
"40",0.001,1.58267784790997,5.61571865034889,0.736024154080078
"41",0.001,2.7173287505896,9.89978863315006,0.821390432016924
"42",0.0582626589266435,2.01968385064333,6.97177423155197,0.0699151907117876
"43",0.138453186458528,1.44663730760807,4.53452819540596,0.166143823750234
"44",0.001,1.74318462209712,6.53376488800176,0.870941985738464
"45",0.613238259939192,1.67791401917922,2.503262061707,0.735885911799958
"46",0.001,1.56762147474788,6.41183042653856,0.838027606662363
"47",0.0713896607334106,1.3345555211054,4.58607700884833,0.0856675928800927
"48",0.612417209437594,1.57774374342087,2.34302641894937,0.734900651325113
"49",0.0534645842584957,2.00525395638113,6.55038460811421,0.0641575011098041
"50",0.001,1.35293476749607,5.22978540608091,0.12706557482481
"51",0.612417209437594,1.57774374342087,2.34302641894937,0.734900651325113
"52",0.001,1.03733932297571,4.61308188804313,0.44404254719615
"53",0.001,1.35293476749607,5.22978540608091,0.630746883526444
